"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NYNQQNBN","journalArticle","2001","Hu, Jianting; Lahiri, Kajal; Vaughan, Denton R.; Wixon, Bernard","A Structural Model of Social Security's Disability Determination Process","The Review of Economics and Statistics","","0034-6535","","https://www.jstor.org/stable/3211612","We estimate a multistage sequential logit model reflecting the structure of the disability determination process of the Social Security Administration (SSA). The model is estimated using household survey information exact-matched to SSA records on disability adjudications from 1989 to 1993. Under program provisions, different criteria dictate outcomes at different steps of the determination process. We find that, without the multistaged structural approach, effects of many important health, disability, and vocational factors are not readily discernible. As a result, split-sample predictions of overall allowance rates from the sequential model perform considerably better than do those for the conventional allowed/denied logit regression.","2001","2022-06-26 13:30:57","2022-06-26 13:30:57","2022-06-26 13:30:57","348-361","","2","83","","","","","","","","","","","","","","","JSTOR","","Publisher: The MIT Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRHPCT44","webpage","","","The Child SSI Program and the Changing Safety Net","Mathematica","","","","https://www.mathematica.org/publications/the-child-ssi-program-and-the-changing-safety-net","The Supplemental Security Income (SSI) program, a federal income support program administered by the Social Security Administration (SSA), which includes children under age 18 with disabilities in low-income households, has grown in recent years.","","2022-06-26 23:45:03","2022-06-26 23:45:03","2022-06-26 23:45:03","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5CDNCJP","report","2015","Wittenburg, David; Tambornino, John; Brown, Elizabeth; Rowe, Gretchen; DeCamillis, Mason; Crouse, Gilbert","The Child SSI Program and the Changing Safety Net","","","","","https://ideas.repec.org/p/mpr/mprres/4e80b206b0664d938e35325220c9bfd4.html","The Supplemental Security Income (SSI) program, a federal income support program administered by the Social Security Administration (SSA), which includes children under age 18 with disabilities in low-income households, has grown in recent years.","2015-04-14","2022-06-26 23:45:32","2022-06-27 02:29:48","2022-06-21 23:45:32","","","","","","","","","","","Mathematica Policy Research Reports","Mathematica Policy Research","","en","","","","","ideas.repec.org","","Publication Title: Mathematica Policy Research Reports","","C:\Users\andre\Zotero\storage\R8NV9EKS\Wittenburg et al. - 2015 - The Child SSI Program and the Changing Safety Net.pdf","","","Child SSI; Disability; Safety Net","","","","","","","","","","","","","","","","","","","4e80b206b0664d938e35325220c9bfd4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XX2QVMFZ","journalArticle","2017","Schmidt, Lucie; Sevak, Purvi","Child Participation in Supplemental Security Income: Cross- and Within-State Determinants of Caseload Growth","Journal of Disability Policy Studies","","","10.1177/1044207317714746","","","2017-06-28","2022-06-26 23:49:35","2022-06-27 02:29:28","2022-06-21 23:49:35","","","3","28","","","","","","","","","","","","","","","","","","","C:\Users\andre\Zotero\storage\XY78BD7R\1044207317714746.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XLZ4QPU","bookSection","2015","Duggan, Mark; Kearney, Melissa S.; Rennane, Stephanie","The Supplemental Security Income Program","Economics of Means-Tested Transfer Programs in the United States, Volume 2","","","","https://www.nber.org/books-and-chapters/economics-means-tested-transfer-programs-united-states-volume-2/supplemental-security-income-program","","2015-10","2022-06-26 23:51:25","2022-06-26 23:51:25","2022-06-26 23:51:25","1-58","","","","","","","","","","","University of Chicago Press","","","","","","","National Bureau of Economic Research","","","","C:\Users\andre\Zotero\storage\IMND5QJ2\Duggan et al. - 2015 - The Supplemental Security Income Program.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74X4XDDS","journalArticle","2016","Wong, Sandy","Geographies of medicalized welfare: Spatial analysis of supplemental security income in the U.S., 2000-2010","Social Science & Medicine (1982)","","1873-5347","10.1016/j.socscimed.2016.05.018","","In the post-1996 welfare reform period in the U.S., disability assistance has become a significant source of government aid for low-income residents as other forms of public support have faced considerable reductions and restrictions. In order to qualify for Supplemental Security Income (SSI) - a means-tested assistance program that provides income stipends to qualified residents - working-age individuals with disabilities must have little income and resources, and procure medical documentation that confirms that they are unable to work due to a disability. The result of rising SSI enrollment in the face of cutbacks to other government programs is the increasing medicalization of welfare, whereby receipt of welfare benefits is contingent on a medical diagnosis of disability. Using county-level data from the American Community Survey and the Social Security Administration, this paper examines the changing spatial patterns of SSI participation of the working-age population in 2000 and 2010 across the U.S. in addition to the interconnections between disability, welfare, and poverty. Results from spatial analyses illustrate geographic variation in SSI prevalence, with distinctive spatial clusters of higher than average SSI participation in the southeast and Appalachian regions of the U.S. and in northern California. Multiple linear regression model results reveal that SSI participation is significantly correlated with disability, poverty, race, family type, and level of education in both 2000 and 2010. The findings suggest that spatial concentrations of disability, poverty, and underemployment persist in largely rural areas. The discussion explores the potential social and economic implications of long-term SSI clustering on localities and residents, and points to future research directions.","2016-07","2022-06-27 00:10:44","2022-06-27 00:10:44","","9-19","","","160","","Soc Sci Med","Geographies of medicalized welfare","","","","","","","eng","","","","","PubMed","","PMID: 27203666","","","http://www.ncbi.nlm.nih.gov/pubmed/27203666","","Adolescent; Adult; Female; Humans; Male; Middle Aged; United States; Disabled Persons; Disability; California; Geographic Mapping; Health; Medical Assistance; Medicalization of welfare; Poverty; Spatial analysis; Spatial Analysis; SSI; United States Social Security Administration; USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE2FLMZT","journalArticle","2019","Levere, Michael; Orzol, Sean; Leininger, Lindsey; Early, Nancy","Contemporaneous and long-term effects of children's public health insurance expansions on Supplemental Security Income participation","Journal of Health Economics","","1879-1646","10.1016/j.jhealeco.2019.02.003","","This study explores the interplay between two important public programs for vulnerable children: Medicaid and the Supplemental Security Income (SSI) program. Children's public health insurance eligibility increased dramatically during the late 1990s with the launch of the Children's Health Insurance Program along with concurrent Medicaid expansions. We use a measure of simulated eligibility as an exogenous source of variation in Medicaid generosity to identify the effects of the eligibility expansions on SSI outcomes. Though increases in eligibility for public health insurance did not affect contemporaneous youth SSI applications or awards on average, expansions in coverage significantly decreased both applications and awards in states where SSI recipients did not automatically receive Medicaid. We attribute the difference in findings to the higher transactions costs associated with entering Medicaid via SSI in such states. In the long-term, increased public insurance eligibility during childhood reduces young adult SSI applications to some extent, consistent with recent findings that Medicaid coverage in youth improves adult health and economic outcomes.","2019-03","2022-06-27 00:19:35","2022-06-27 00:19:35","","80-92","","","64","","J Health Econ","","","","","","","","eng","","","","","PubMed","","PMID: 30822747","","C:\Users\andre\Zotero\storage\NMXJ75JN\Levere et al. - 2019 - Contemporaneous and long-term effects of children'.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/30822747","","Humans; United States; Public Health; Regression Analysis; Medicaid; Social Security; Income; Supplemental Security Income; Eligibility Determination; Children's Health Insurance Program; Children’s Health Insurance Program; Disability policy; Health insurance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCTBBRN5","journalArticle","2001","Silver, E. J.; Stein, R. E.","Access to care, unmet health needs, and poverty status among children with and without chronic conditions","Ambulatory Pediatrics: The Official Journal of the Ambulatory Pediatric Association","","1530-1567","10.1367/1539-4409(2001)001<0314:atcuhn>2.0.co;2","","OBJECTIVES: To compare insurance coverage, access to care, and unmet health needs of children with and without chronic conditions in a national probability sample of the US population and to examine the role of poverty status in any demonstrated differences between the 2 groups. DESIGN: We analyzed parent-report data on children 0-17 years old from the 1994 National Health Interview Survey Disability Supplement (NHIS-D) and from the health insurance and access to care files of the 1994 Family Resources Supplement to the NHIS. In the NHIS-D, 4452 (14.8%) of the 30032 children were identified as having a chronic condition by a noncategorical method. We compared insurance coverage, access to care, and unmet needs of children with and without conditions overall and also compared them within 3 different income levels relative to the national poverty index: 1) below, 2) within 100%-200%, and 3) >200% above poverty level. RESULTS: In bivariate analyses, children with chronic conditions were more likely to be covered by some type of health insurance (odds ratio [OR], 1.3) and to have a usual provider both for medical (""sick"") care (OR, 1.4) and for routine or preventive care (OR, 1.4). They also were more likely to have the same provider for medical care and routine or preventive care (OR, 1.2) and to have seen their health care provider in the last year (OR, 1.8) than children without chronic conditions (all P <.0001). Nonetheless, children with chronic conditions were twice as likely to have had at least 1 unmet need from a list of 4 services that included dental care, prescription medications, eyeglasses, and mental health services (OR, 2.0). They also were more likely to have more than 1 unmet need from the list (OR, 3.1), to have been unable to get needed medical care (OR, 3.1), and to have delayed obtaining medical care because of worry about its cost (OR, 1.8). Children with chronic conditions were at greater risk for unmet needs than were children without conditions across all income levels. The magnitude of the disparity between the groups increased with family income level. Differences persisted even after controlling for sociodemographic variables and insurance status. CONCLUSION: Despite higher levels of insurance coverage and greater access to regular providers of medical and routine care compared with healthy peers, children with chronic conditions are reported by their parents to be less likely than other children to receive the full range of needed health services. The magnitudes of the differences are small, yet the pattern of disadvantage in meeting health care needs among children with conditions compared with healthy peers is consistent across many different variables and it exists across income levels.","2001-12","2022-06-27 00:24:02","2022-06-27 00:24:02","","314-320","","6","1","","Ambul Pediatr","","","","","","","","eng","","","","","PubMed","","PMID: 11888421","","","http://www.ncbi.nlm.nih.gov/pubmed/11888421","","Child; Female; Humans; Male; United States; Insurance, Health; Chronic Disease; Insurance Coverage; Logistic Models; Disabled Children; Poverty; Child Health Services; Health Services Accessibility; Needs Assessment; Socioeconomic Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NF47K66","journalArticle","2007","Lustig, Daniel C.; Strauser, David R.","Causal Relationships Between Poverty and Disability","Rehabilitation Counseling Bulletin","","0034-3552","10.1177/00343552070500040101","https://doi.org/10.1177/00343552070500040101","Although research suggests why disability may cause poverty, it is not well understood why poverty may cause disability. This article presents the Poverty Disability Model, which includes four groups of factors that increase the risk that poverty will cause disability and chronic health problems. Rehabilitation interventions and counselor implications derived from the model are presented in addition to research.","2007-07-01","2022-06-27 00:25:31","2022-06-27 00:25:31","2022-06-27 00:25:31","194-202","","4","50","","Rehabilitation Counseling Bulletin","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPX5Y368","journalArticle","2019","Deshpande, Manasi; Li, Yue","Who Is Screened Out? Application Costs and the Targeting of Disability Programs","American Economic Journal: Economic Policy","","1945-7731","10.1257/pol.20180076","https://www.aeaweb.org/articles?id=10.1257/pol.20180076","We study the effect of application costs on the targeting of disability programs. We identify these effects using the closings of Social Security Administration field offices, which provide assistance with filing disability applications. Closings lead to a persistent 16 percent decline in the number of disability recipients in surrounding areas, with the largest effects for applicants with moderately severe conditions and low education levels. Disability applications fall by only 10 percent, implying that the closings reduce targeting efficiency based on current eligibility standards. Increased congestion at neighboring offices appears more important as a channel than higher travel or information costs.","2019-11","2022-06-27 00:42:43","2022-06-27 00:42:43","2022-06-27 00:42:43","213-248","","4","11","","","Who Is Screened Out?","","","","","","","en","","","","","www.aeaweb.org","","","","C:\Users\andre\Zotero\storage\4RIFNZRI\Deshpande and Li - 2019 - Who Is Screened Out Application Costs and the Tar.pdf; C:\Users\andre\Zotero\storage\77R7FTYG\articles.html","","","Economics of the Handicapped; Non-labor Market Discrimination; Public Health, Economics of the Elderly; Regulation; Social Security and Public Pensions, Health Insurance, Public and Private, Health: Government Policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H85MPVS3","webpage","","","Accounting for Geographic Variation in Social Security Disability Program Participation","Social Security Administration Research, Statistics, and Policy Analysis","","","","https://www.ssa.gov/policy/docs/ssb/v78n2/v78n2p29.html","There is wide geographic variation in Social Security Disability Insurance and Supplementary Security Income participation across the United States. Some policymakers and members of the public may assume that interregional administrative inconsistencies are a major reason for the geographic variation.","","2022-06-27 02:13:47","2022-06-27 02:13:47","2022-06-27 02:13:47","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\andre\Zotero\storage\XRRNAG3I\v78n2p29.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXDKJASQ","journalArticle","2015","Hemmeter, Jeffrey","Supplemental Security Income Program Entry at Age 18 and Entrants’ Subsequent Earnings","Social Security Bulletin","","","","https://papers.ssrn.com/abstract=2640199","In determining Supplemental Security Income (SSI) eligibility and payment levels for child applicants and recipients, the Social Security Administration attributes part of parental income to the child using a process called deeming. Parental-income deeming ends at age 18, relaxing a key SSI eligibility criterion for youths at that point.  Using Social Security administrative records, this article presents data on the number and characteristics of youths who apply for SSI shortly before and after they turn 18. The author finds that the number of applications spikes at age 18 and that 18-year-old applicants are more likely than 17-year-olds to be allowed into the program. The author also compares the relative likelihood of subsequent employment for allowed and denied youth applicants.","2015-08-03","2022-06-27 02:18:24","2022-06-27 02:20:28","2022-06-22 02:18:24","35-53","","3","75","","","","","","","","","","en","","","","","Social Science Research Network","","","","C:\Users\andre\Zotero\storage\5NEP7GHU\Hemmeter - 2015 - Supplemental Security Income Program Entry at Age .pdf; C:\Users\andre\Zotero\storage\SNPF2S8F\papers.html","","","Disability; SSI; Earnings; Youth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X25AF9FA","webpage","","","Child Participation in Supplemental Security Income: Cross- and Within-State Determinants of Caseload Growth - Lucie Schmidt, Purvi Sevak, 2017","","","","","https://journals.sagepub.com/doi/abs/10.1177/1044207317714746","","","2022-06-27 02:25:30","2022-06-27 02:25:30","2022-06-27 02:25:30","","","","","","","","","","","","","","","","","","","","","","","C:\Users\andre\Zotero\storage\QGU46A5J\1044207317714746.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
